business_code,cust_number,name_customer,clear_date,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
U001,020034147,Apex Enterprises,NaN,2020.0,191703289.0,2019-10-06,20191025,20190517,20190411.0,USD,RV,1.0,46398.05,2019-05-12,Maintenance,191703289.0,1
U001,020098933,Global Tech Solutions,2019-11-09,2019.0,197701581.0,2020-01-16,20190628,20190609,20190508.0,CAD,RV,1.0,706291.6,2020-05-13,Bi-Weekly,197701581.0,1
CA02,020093716,Horizon Holdings,2019-10-26,2020.0,199641849.0,2019-06-15,20190628,20200426,20191228.0,CAD,RV,1.0,6329.26,2020-03-18,Cash,199641849.0,0
U013,020007330,Pioneer Industries,2019-12-17,2020.0,190779486.0,2019-10-15,20200322,20190416,20191216.0,USD,RV,1.0,1107.04,2019-11-26,Fixed,190779486.0,0
U013,020047212,OmniTech Solutions,NaN,2019.0,197021890.0,2019-02-13,20200219,20200512,20190717.0,CAD,RV,1.0,693800.51,2019-10-21,COD,197021890.0,1
U007,020037215,Advantage Solutions,2019-12-03,2019.0,197577512.0,2020-05-09,20190930,20200205,20190531.0,USD,RV,1.0,85567.85,2020-04-29,PID,197577512.0,1
U005,020048965,Advanced Enterprises,2019-07-08,2019.0,195778141.0,2019-07-28,20200506,20190912,20191105.0,CAD,RV,1.0,883436.14,2019-02-15,CIA,195778141.0,0
U007,020026962,Zenith Industries,2020-02-15,2020.0,195019247.0,2020-04-14,20190124,20191029,20200314.0,USD,RV,1.0,9124.54,2019-08-26,Monthly,195019247.0,0
U001,020060141,Nexus Networks,NaN,2019.0,198603643.0,2019-11-19,20190203,20190916,20190510.0,USD,RV,1.0,74149.53,2019-04-27,"2/15, Net 45",198603643.0,0
U013,020098107,Global Tech Solutions,2020-04-12,2019.0,193619816.0,2019-08-24,20190922,20190708,20190220.0,CAD,RV,1.0,974895.78,2019-08-13,End of Month,193619816.0,1
U002,020048482,NextGen Solutions,2019-12-24,2019.0,198903784.0,2020-02-29,20191013,20200315,20200427.0,CAD,RV,1.0,987560.43,2019-05-24,Net 7,198903784.0,0
U002,020077053,Fusion Enterprises,2020-02-29,2020.0,190820128.0,2020-04-08,20190924,20190518,20200124.0,CAD,RV,1.0,9317.55,2019-05-25,Graduated,190820128.0,0
U002,020058985,Synergy Innovations,NaN,2020.0,195632757.0,2019-12-01,20191110,20200104,20190218.0,USD,RV,1.0,814024.14,2020-03-14,Daily,195632757.0,0
U005,020073931,Ascend Industries,2019-11-13,2019.0,196352916.0,2019-10-08,20190407,20200327,20190705.0,CAD,RV,1.0,6429.76,2019-02-03,In Advance,196352916.0,0
U013,020093904,Synergy Innovations,2020-02-09,2019.0,196283195.0,2019-04-25,20200420,20200203,20190112.0,CAD,RV,1.0,94682.28,2019-08-04,90 EOM,196283195.0,0
CA02,020056024,Crest Business Services,2019-12-06,2019.0,192396481.0,2019-05-04,20190207,20200115,20190423.0,USD,RV,1.0,179577.71,2020-01-23,1/90 EOM,192396481.0,0
U007,020032595,Global Nexus,NaN,2020.0,192328216.0,2019-02-12,20200327,20190830,20200104.0,USD,RV,1.0,5574.81,2019-08-20,PID,192328216.0,0
U001,020019549,Velocity Solutions,2020-03-27,2020.0,192223905.0,2019-04-30,20200214,20190411,20191018.0,CAD,RV,1.0,3935.79,2020-05-03,1/90 Prox,192223905.0,1
U005,020013364,Pinnacle Manufacturing,2020-04-25,2019.0,194274347.0,2019-12-07,20200131,20191102,20200319.0,CAD,RV,1.0,43702.86,2019-01-17,60 Prox,194274347.0,0
U005,020076017,Prime Innovations,2019-11-09,2019.0,194492715.0,2019-09-04,20190223,20200328,20200127.0,USD,RV,1.0,10090.37,2020-03-15,PIA,194492715.0,1
CA02,020096818,Zenith Industries,NaN,2019.0,199281500.0,2019-02-14,20190219,20190413,20190626.0,USD,RV,1.0,831292.57,2019-02-28,Cash,199281500.0,0
U013,020040951,NextGen Solutions,2020-04-16,2020.0,193672148.0,2020-01-06,20190529,20190211,20200310.0,CAD,RV,1.0,80784.2,2019-09-16,60 Prox,193672148.0,1
U007,020014511,Summit Technologies,2019-11-20,2019.0,197897737.0,2019-04-11,20190303,20190206,20200301.0,USD,RV,1.0,589454.94,2019-10-19,CIA,197897737.0,1
U013,020060012,Quantum Dynamics,2020-04-15,2020.0,199790181.0,2019-11-01,20190510,20200309,20191203.0,USD,RV,1.0,39701.61,2019-04-02,Post-Payment,199790181.0,0
U005,020034406,ProTech Partners,NaN,2019.0,194383970.0,2019-03-01,20200205,20190724,20200330.0,USD,RV,1.0,7835.32,2019-10-24,1/10 Prox,194383970.0,1
U001,020011247,Advanced Enterprises,2019-11-14,2019.0,195574139.0,2019-03-12,20190928,20191110,20190315.0,CAD,RV,1.0,3562.94,2019-01-14,Licencing,195574139.0,1
U002,020050052,NextGen Solutions,2019-07-29,2020.0,196701789.0,2020-04-25,20190126,20200506,20190831.0,USD,RV,1.0,79641.14,2019-02-02,N60,196701789.0,0
CA02,020083125,Quantum Enterprises,2019-10-25,2020.0,198684325.0,2020-03-11,20191108,20190629,20190925.0,CAD,RV,1.0,10121.11,2019-11-06,Net 45,198684325.0,1
U001,020039040,Alliance Enterprises,NaN,2019.0,196573891.0,2020-03-16,20190819,20190701,20190812.0,CAD,RV,1.0,99880.56,2019-06-19,Semi-Annually,196573891.0,0
U007,020099372,Synergy Corporations,2019-11-12,2020.0,190748782.0,2020-02-16,20190622,20190522,20191104.0,USD,RV,1.0,7096.72,2019-09-05,Monthly,190748782.0,1
U013,020021546,Cortex Innovations,2019-02-16,2020.0,199827253.0,2019-08-26,20190811,20190424,20200408.0,CAD,RV,1.0,716012.47,2019-05-28,Bi-Weekly,199827253.0,1
U013,020061955,Prime Innovations,2019-04-10,2019.0,193891143.0,2019-06-14,20190611,20190329,20200330.0,CAD,RV,1.0,3692.17,2019-03-25,Maintenance,193891143.0,1
U001,020021411,Elite Systems Group,NaN,2020.0,197220630.0,2019-06-13,20190226,20190215,20190119.0,CAD,RV,1.0,8337.91,2020-01-30,"2/15, Net 45",197220630.0,0
CA02,020094423,Optimum Tech Partners,2020-03-04,2019.0,197298633.0,2019-02-16,20190320,20190904,20200210.0,USD,RV,1.0,8911.3,2020-04-16,Prescription,197298633.0,1
U013,020038123,Advanced Enterprises,2019-07-22,2019.0,195737474.0,2019-09-17,20190903,20190615,20190504.0,USD,RV,1.0,8623.45,2019-10-01,Lease-to-Own,195737474.0,1
U007,020096660,Enterprise Innovations,2020-05-06,2019.0,192199339.0,2019-12-31,20191127,20190616,20200427.0,USD,RV,1.0,462329.37,2019-01-21,Yearly,192199339.0,1
U005,020071614,Unified Ventures,NaN,2020.0,194403340.0,2019-05-20,20190114,20191215,20190310.0,CAD,RV,1.0,3469.53,2019-08-29,90 EOM,194403340.0,0
CA02,020004312,Enterprise Innovations,2019-12-05,2019.0,195850877.0,2019-06-21,20200218,20191005,20200507.0,USD,RV,1.0,19018.95,2019-04-18,Weekly,195850877.0,0
U005,020029466,Global Ventures,2020-02-29,2019.0,195830750.0,2019-03-24,20191017,20190221,20200326.0,USD,RV,1.0,372155.51,2019-08-29,1/10 Prox,195830750.0,1
U007,020007524,Ascend Industries,2019-09-14,2019.0,196669653.0,2019-05-27,20190227,20190506,20190428.0,USD,RV,1.0,2004.38,2019-11-27,1/15 Prox,196669653.0,1
U007,020043397,Global Tech Solutions,NaN,2019.0,199873912.0,2019-05-29,20191126,20191130,20200104.0,USD,RV,1.0,6603.36,2020-01-27,Tiered,199873912.0,0
U013,020023313,Alliance Enterprises,2020-01-05,2019.0,191352990.0,2019-03-12,20190910,20190907,20191016.0,CAD,RV,1.0,20021.82,2020-03-24,Tiered,191352990.0,1
U002,020028991,Fusion Enterprises,2020-03-25,2019.0,193954777.0,2019-12-08,20200111,20200103,20190510.0,CAD,RV,1.0,5030.83,2019-06-27,Co-Pay,193954777.0,0
U005,020094598,NextWave Technologies,2019-08-11,2020.0,190144140.0,2019-08-21,20191126,20191130,20190929.0,USD,RV,1.0,298844.04,2020-04-06,"2/20, Net 60",190144140.0,0
U007,020067147,Future Commerce Ltd.,NaN,2019.0,195841183.0,2019-07-25,20200315,20190703,20190706.0,CAD,RV,1.0,48296.34,2020-03-17,Rental,195841183.0,1
U002,020090050,NextWave Technologies,2019-05-28,2020.0,194895743.0,2020-01-03,20190624,20190709,20200318.0,CAD,RV,1.0,52477.7,2019-05-30,Tiered,194895743.0,1
CA02,020023928,Optimum Tech Partners,2019-03-31,2019.0,197294698.0,2020-04-26,20190116,20190401,20190819.0,USD,RV,1.0,70391.71,2019-11-02,End of Month,197294698.0,1
CA02,020023428,Synergy Corporations,2019-11-23,2020.0,194480083.0,2019-01-25,20200430,20200422,20200322.0,USD,RV,1.0,7453.9,2019-12-05,Rental,194480083.0,0
U002,020044373,Pioneer Industries,NaN,2020.0,192293774.0,2019-05-26,20190215,20200418,20200122.0,USD,RV,1.0,3119.76,2019-10-31,N30,192293774.0,0
U002,020011011,Velocity Solutions,2019-09-13,2020.0,193776077.0,2020-02-21,20200502,20190122,20200110.0,USD,RV,1.0,346870.78,2019-05-08,90 Prox,193776077.0,1
U001,020014244,Ascend Industries,2019-09-27,2019.0,194460820.0,2020-01-09,20200308,20190403,20190523.0,CAD,RV,1.0,691060.28,2019-12-11,1/60 EOM,194460820.0,1
CA02,020088073,NextGen Solutions,2020-05-18,2020.0,196239930.0,2019-08-23,20190917,20190810,20191208.0,USD,RV,1.0,48250.94,2019-10-05,Disposable,196239930.0,1
U013,020033885,Global Tech Solutions,NaN,2019.0,199261464.0,2019-11-17,20190215,20200512,20190407.0,CAD,RV,1.0,999459.3,2019-12-08,Lease-to-Own,199261464.0,0
U005,020082950,Quantum Enterprises,2019-05-26,2020.0,197993634.0,2019-05-22,20200130,20190520,20190326.0,CAD,RV,1.0,2545.12,2019-12-07,Subscription,197993634.0,1
U007,020076327,Infinity Holdings,2019-04-23,2020.0,199881089.0,2020-04-05,20190121,20190304,20200407.0,USD,RV,1.0,63337.7,2019-02-26,Post-Payment,199881089.0,0
U007,020044258,Infinity Holdings,2019-09-12,2020.0,195842115.0,2019-09-16,20191020,20190209,20200514.0,USD,RV,1.0,13260.78,2019-02-10,Hybrid,195842115.0,0
U005,020061169,Pinnacle Manufacturing,NaN,2020.0,195056712.0,2019-01-13,20190209,20200403,20200510.0,USD,RV,1.0,8258.31,2019-03-30,Fixed,195056712.0,1
U013,020032620,Echelon Industries,2020-01-09,2019.0,199672072.0,2019-12-10,20200120,20190310,20190426.0,USD,RV,1.0,756069.69,2019-03-25,45 Prox,199672072.0,0
U005,020024515,Spectrum Technologies,2020-03-26,2020.0,196638051.0,2019-11-16,20200304,20190817,20190320.0,USD,RV,1.0,4997.73,2019-08-14,Maintenance,196638051.0,0
U013,020098021,Vanguard Ventures,2019-03-05,2019.0,194846530.0,2019-01-14,20200224,20200221,20200311.0,USD,RV,1.0,10641.74,2020-01-18,Due Upon Receipt,194846530.0,0
U013,020097567,Stellar Supplies LLC,NaN,2020.0,197298559.0,2019-07-05,20190607,20200402,20191027.0,USD,RV,1.0,78520.54,2019-10-30,Disposable,197298559.0,1
U013,020008160,Unified Ventures,2019-09-05,2020.0,193354986.0,2020-03-10,20200315,20190307,20200318.0,USD,RV,1.0,7071.32,2019-08-18,N30,193354986.0,0
U007,020019013,Titanium Technologies,2019-11-11,2019.0,193987037.0,2019-08-22,20200409,20191206,20191006.0,USD,RV,1.0,911971.25,2020-02-29,45 Prox,193987037.0,0
U005,020031998,Global Ventures,2019-05-09,2019.0,193689161.0,2020-04-02,20190921,20191203,20191004.0,USD,RV,1.0,67711.79,2019-10-31,1/30 Prox,193689161.0,1
U001,020076528,Vanguard Ventures,NaN,2019.0,199237646.0,2019-11-05,20190113,20190327,20190115.0,CAD,RV,1.0,4328.53,2019-07-08,1/60 EOM,199237646.0,0
U013,020028865,BlueWave Enterprises,2019-12-11,2019.0,193678962.0,2019-03-05,20190614,20190727,20191121.0,CAD,RV,1.0,379726.64,2020-01-03,Monthly,193678962.0,0
U001,020059269,Ultimate Solutions,2020-03-15,2020.0,195781085.0,2019-03-12,20190812,20200317,20190515.0,USD,RV,1.0,96467.07,2019-04-26,"2/10, Net 30",195781085.0,0
U001,020020299,Quantum Dynamics,2019-10-26,2020.0,194101198.0,2019-04-07,20190722,20200130,20190626.0,USD,RV,1.0,1792.39,2019-06-19,In Advance,194101198.0,1
U013,020022143,Unified Ventures,NaN,2019.0,196955267.0,2020-01-11,20191120,20200331,20200318.0,CAD,RV,1.0,62636.22,2019-09-08,Disposable,196955267.0,1
U013,020000592,Future Commerce Ltd.,2020-01-11,2020.0,191329377.0,2020-04-20,20190620,20200119,20191119.0,CAD,RV,1.0,94973.13,2019-12-23,Yearly,191329377.0,0
U005,020008610,Advanced Enterprises,2020-01-11,2020.0,190221398.0,2019-08-11,20190515,20200313,20200419.0,CAD,RV,1.0,78697.86,2019-02-26,Net 7,190221398.0,0
U001,020044131,InnovaTech Group,2020-03-18,2019.0,198430835.0,2019-12-13,20200505,20190206,20191203.0,USD,RV,1.0,1420.05,2020-05-11,"2/10, Net 30",198430835.0,0
U007,020056255,Echelon Industries,NaN,2019.0,198507428.0,2019-09-18,20190212,20200303,20200104.0,USD,RV,1.0,10000.97,2020-04-01,Disposable,198507428.0,0
U001,020081571,Vertex Solutions Inc.,2019-06-16,2020.0,199543773.0,2019-06-05,20191109,20191020,20200303.0,USD,RV,1.0,77499.12,2019-06-02,Monthly,199543773.0,1
CA02,020015291,Titanium Technologies,2020-04-29,2019.0,190201735.0,2019-07-28,20191030,20190819,20191129.0,USD,RV,1.0,174418.88,2019-04-14,Monthly,190201735.0,0
U005,020056284,Stellar Supplies LLC,2019-08-20,2020.0,195772661.0,2020-05-03,20190919,20200219,20200429.0,CAD,RV,1.0,142517.92,2019-05-25,1/30 EOM,195772661.0,0
U013,020084708,Horizon Holdings,NaN,2019.0,199349787.0,2020-03-08,20191108,20190708,20190712.0,CAD,RV,1.0,89818.66,2019-08-26,1/30 Prox,199349787.0,1
U001,020034533,Synergy Innovations,2019-07-26,2020.0,199344878.0,2019-05-26,20190916,20200305,20190303.0,CAD,RV,1.0,545357.47,2019-03-28,Post-Payment,199344878.0,0
CA02,020097472,Global Nexus,2019-12-10,2020.0,193240121.0,2019-01-29,20200314,20190602,20190712.0,USD,RV,1.0,87528.36,2020-02-25,Yearly,193240121.0,0
U013,020065794,Summit Technologies,2019-12-31,2020.0,192078726.0,2019-02-20,20190414,20200508,20190515.0,CAD,RV,1.0,35194.46,2019-06-19,Net 45,192078726.0,0
U013,020076548,Fortune Solutions,NaN,2020.0,190000427.0,2020-02-16,20190125,20190508,20190606.0,USD,RV,1.0,7658.71,2019-02-17,Escrow,190000427.0,1
U007,020099477,Apex Enterprises,2019-04-15,2020.0,197724626.0,2019-01-22,20190128,20190309,20200326.0,CAD,RV,1.0,195550.41,2019-04-20,Cash,197724626.0,1
U002,020002444,Prime Innovations,2020-04-15,2019.0,195112461.0,2019-02-21,20191021,20190818,20191221.0,USD,RV,1.0,30782.99,2019-09-12,Deductible,195112461.0,0
U013,020018883,Synergy Corporations,2020-01-28,2020.0,197468160.0,2020-03-16,20200327,20191203,20190611.0,CAD,RV,1.0,623889.28,2020-03-24,Monthly,197468160.0,1
CA02,020005958,Acme Industries,NaN,2019.0,197350924.0,2019-04-25,20200326,20191012,20200121.0,USD,RV,1.0,349115.94,2019-01-16,1/15 Prox,197350924.0,0
U002,020099465,Innovatech Solutions,2019-10-16,2019.0,195012956.0,2019-10-18,20190122,20200108,20190718.0,USD,RV,1.0,275530.0,2020-03-19,Hybrid,195012956.0,0
U002,020026419,InnovaTech Group,2020-02-05,2020.0,197608956.0,2019-11-03,20190725,20191229,20191028.0,USD,RV,1.0,238546.52,2020-02-12,1/90 Prox,197608956.0,0
U013,020092150,Crest Business Services,2020-01-12,2019.0,196081309.0,2019-12-18,20190917,20190522,20200205.0,CAD,RV,1.0,6994.08,2019-07-12,PID,196081309.0,0
U013,020001755,Echelon Industries,NaN,2019.0,198758976.0,2020-01-25,20190527,20191224,20191218.0,USD,RV,1.0,353103.11,2019-10-01,Pro-Rata,198758976.0,1
CA02,020052149,Innovatech Solutions,2020-03-08,2020.0,197910939.0,2020-02-19,20190124,20190113,20200511.0,CAD,RV,1.0,19264.94,2019-10-11,Pre-Payment,197910939.0,0
U007,020058392,Advantage Solutions,2019-10-27,2020.0,193035782.0,2019-07-05,20200129,20190902,20190429.0,CAD,RV,1.0,8038.46,2020-05-17,90 EOM,193035782.0,1
U007,020052348,Synergy Innovations,2019-12-22,2019.0,194903417.0,2020-01-07,20200508,20200215,20190810.0,CAD,RV,1.0,17859.49,2019-10-20,Net 7,194903417.0,1
U013,020033573,Pioneer Industries,NaN,2019.0,193870777.0,2020-01-01,20190708,20191118,20200208.0,USD,RV,1.0,65478.44,2019-11-22,EOM,193870777.0,1
U007,020003107,Echelon Industries,2019-04-27,2020.0,197917128.0,2019-05-19,20190321,20200130,20200218.0,CAD,RV,1.0,534599.81,2019-09-25,Lump Sum,197917128.0,1
U002,020013934,Peak Technologies,2019-10-23,2019.0,196831578.0,2019-06-28,20190723,20190209,20190204.0,USD,RV,1.0,3069.89,2020-04-06,45 EOM,196831578.0,0
U005,020012461,ProTech Partners,2019-04-18,2020.0,194680451.0,2019-05-26,20191202,20200108,20190118.0,USD,RV,1.0,878476.12,2019-10-03,PIA,194680451.0,0
U013,020025544,Quantum Dynamics,NaN,2019.0,196321027.0,2019-07-06,20200105,20191222,20200217.0,USD,RV,1.0,21420.95,2020-02-05,PPD,196321027.0,0
U001,020020167,NextWave Technologies,2020-04-26,2019.0,193190063.0,2020-03-18,20190623,20190918,20200201.0,CAD,RV,1.0,59268.93,2019-11-03,90 Prox,193190063.0,0
U005,020049438,OmniTech Solutions,2019-02-08,2020.0,192711806.0,2019-10-11,20190223,20190520,20191117.0,CAD,RV,1.0,5075.46,2019-09-02,Escrow,192711806.0,1
CA02,020099197,Unified Ventures,2019-05-04,2020.0,197759449.0,2019-05-19,20191111,20200315,20190117.0,USD,RV,1.0,1374.74,2019-12-04,Net 75,197759449.0,1
CA02,020015310,Innovatech Solutions,NaN,2019.0,194735006.0,2019-08-04,20190425,20190721,20200111.0,USD,RV,1.0,937191.16,2020-02-21,Due Upon Receipt,194735006.0,1
CA02,020029732,NextWave Technologies,2020-02-19,2020.0,199969216.0,2019-04-01,20200204,20190123,20200511.0,CAD,RV,1.0,9225.41,2019-09-05,COD,199969216.0,1
U013,020034418,Elite Systems Group,2020-01-20,2019.0,191854561.0,2019-03-28,20200417,20200105,20200124.0,CAD,RV,1.0,452949.48,2019-08-31,1/90 EOM,191854561.0,1
CA02,020051118,Global Nexus,2020-03-23,2019.0,196688638.0,2019-12-22,20191021,20190517,20190208.0,USD,RV,1.0,92496.56,2019-10-20,90 Prox,196688638.0,0
U002,020002162,Elite Systems Group,NaN,2020.0,199540856.0,2019-06-21,20190902,20190306,20200206.0,USD,RV,1.0,7731.43,2019-07-20,1/60 EOM,199540856.0,1
U005,020071871,Optimum Tech Partners,2019-06-08,2019.0,193905225.0,2020-01-15,20190117,20200206,20190408.0,USD,RV,1.0,671221.76,2020-02-27,Graduated,193905225.0,1
U005,020042436,Ultimate Solutions,2019-03-24,2019.0,192756990.0,2020-04-07,20190508,20200223,20200323.0,CAD,RV,1.0,557891.94,2019-05-08,Graduated,192756990.0,0
U007,020088300,Innovatech Solutions,2019-06-30,2019.0,196847831.0,2019-11-14,20190615,20191226,20190813.0,CAD,RV,1.0,3165.3,2020-03-04,EOM,196847831.0,0
U002,020098730,Horizon Holdings,NaN,2019.0,197905273.0,2019-05-08,20190227,20190122,20190927.0,USD,RV,1.0,1169.76,2019-04-01,1/90 EOM,197905273.0,1
CA02,020065405,Horizon Holdings,2019-09-16,2019.0,198488238.0,2019-06-26,20190428,20190817,20200217.0,USD,RV,1.0,4787.39,2019-06-18,Royalty,198488238.0,1
U007,020070970,Unified Ventures,2019-02-27,2020.0,195079147.0,2019-02-13,20200421,20190619,20190819.0,USD,RV,1.0,8112.2,2019-10-05,PIA,195079147.0,1
U005,020036989,Global Ventures,2020-04-29,2020.0,197854602.0,2020-03-02,20200131,20190325,20190721.0,USD,RV,1.0,56929.93,2019-12-12,1/10 Prox,197854602.0,1
U005,020075151,Global Nexus,NaN,2019.0,199081489.0,2019-04-24,20191002,20200517,20191028.0,USD,RV,1.0,768086.17,2019-06-03,Consumables,199081489.0,0
U002,020038946,Prime Innovations,2019-05-12,2020.0,195051690.0,2019-10-27,20190522,20200510,20190513.0,USD,RV,1.0,9042.54,2019-08-21,Net 15,195051690.0,1
U001,020068703,Alliance Enterprises,2019-06-18,2020.0,193229378.0,2019-12-02,20191031,20190321,20190829.0,CAD,RV,1.0,83464.46,2019-02-22,Licencing,193229378.0,0
U001,020020380,Elite Systems Group,2019-08-29,2020.0,195637222.0,2019-05-02,20190907,20191217,20190823.0,CAD,RV,1.0,98314.44,2019-03-24,Escrow,195637222.0,1
U005,020061159,Velocity Solutions,NaN,2020.0,197440909.0,2019-09-04,20200218,20190709,20190729.0,CAD,RV,1.0,49613.95,2020-05-02,N60,197440909.0,0
U002,020053846,MetroTech Solutions,2019-05-04,2019.0,192316023.0,2019-11-20,20190129,20190925,20200101.0,CAD,RV,1.0,780632.52,2020-03-19,Daily,192316023.0,1
U007,020045081,Summit Technologies,2019-08-31,2020.0,199094917.0,2019-03-22,20191104,20190505,20200410.0,CAD,RV,1.0,36642.42,2019-01-19,45 EOM,199094917.0,0
U013,020039314,Fusion Enterprises,2019-06-22,2019.0,190999367.0,2019-10-21,20200308,20190423,20190409.0,CAD,RV,1.0,1165.41,2019-09-28,Lump Sum,190999367.0,0
U013,020094679,NextGen Solutions,NaN,2020.0,195768979.0,2019-08-31,20190302,20190609,20191211.0,CAD,RV,1.0,315171.53,2019-06-22,Subscription,195768979.0,1
CA02,020042258,Innovatech Solutions,2019-08-23,2019.0,198363717.0,2020-02-21,20200330,20190921,20191016.0,USD,RV,1.0,97367.31,2020-02-16,In Advance,198363717.0,0
U001,020028464,ProTech Partners,2019-07-13,2020.0,192362173.0,2020-02-24,20190202,20191228,20190208.0,USD,RV,1.0,89484.91,2019-09-01,N60,192362173.0,0
U001,020014900,OmniTech Solutions,2019-11-16,2020.0,198608732.0,2019-10-19,20191116,20190111,20190730.0,USD,RV,1.0,93617.24,2019-04-08,Weekly,198608732.0,1
U013,020063113,MetroTech Solutions,NaN,2020.0,198571942.0,2019-09-07,20190304,20190211,20200110.0,USD,RV,1.0,7754.94,2019-05-15,Net 15,198571942.0,0
CA02,020096987,Pinnacle Manufacturing,2019-04-15,2020.0,194156634.0,2019-12-15,20190222,20191014,20191020.0,CAD,RV,1.0,497964.88,2020-04-17,PIA,194156634.0,1
U007,020090309,Quantum Enterprises,2019-07-10,2019.0,190933825.0,2019-01-30,20190831,20200323,20190615.0,USD,RV,1.0,4445.6,2020-05-12,Due Dates,190933825.0,0
U013,020057181,Unified Ventures,2019-06-12,2020.0,196657534.0,2019-03-02,20190209,20200104,20200331.0,USD,RV,1.0,9475.08,2019-03-18,N60,196657534.0,1
U001,020080203,OmniTech Solutions,NaN,2019.0,190398456.0,2019-06-13,20200422,20190526,20190121.0,CAD,RV,1.0,610624.0,2020-03-13,1/60 Prox,190398456.0,0
U005,020077775,Apex Enterprises,2019-08-29,2020.0,198163232.0,2019-09-15,20200210,20190116,20200428.0,CAD,RV,1.0,8944.37,2020-02-27,Subscription,198163232.0,1
CA02,020090072,Alliance Enterprises,2020-02-25,2020.0,190646154.0,2019-11-28,20190408,20190423,20200402.0,USD,RV,1.0,22411.16,2019-11-02,N30,190646154.0,0
U002,020034405,Pinnacle Manufacturing,2020-04-25,2020.0,192015260.0,2019-11-22,20200507,20190518,20190925.0,CAD,RV,1.0,51807.41,2020-01-12,EOM,192015260.0,0
U013,020045271,Pinnacle Manufacturing,NaN,2020.0,194260922.0,2019-07-08,20191128,20190601,20190813.0,USD,RV,1.0,93396.92,2019-04-07,Rental,194260922.0,0
U002,020070023,Vertex Solutions Inc.,2020-04-26,2019.0,190141546.0,2019-08-16,20191124,20190627,20190126.0,USD,RV,1.0,1495.14,2019-03-03,Weekly,190141546.0,0
U002,020081903,Global Nexus,2019-04-14,2019.0,197383227.0,2019-07-04,20190525,20190619,20200215.0,CAD,RV,1.0,39165.12,2019-04-30,1/15 Prox,197383227.0,0
U007,020078259,Dynamic Industries,2019-09-23,2020.0,197886913.0,2020-01-13,20190529,20190818,20190715.0,USD,RV,1.0,8792.37,2019-11-30,1/10 EOM,197886913.0,1
U013,020096912,Nexus Networks,NaN,2020.0,191331121.0,2019-01-11,20200121,20190429,20190923.0,CAD,RV,1.0,857945.45,2020-04-15,"2/20, Net 60",191331121.0,1
CA02,020044823,Dynamic Industries,2019-01-29,2019.0,191921996.0,2019-08-14,20190731,20190920,20190722.0,USD,RV,1.0,218268.9,2019-09-23,60 Prox,191921996.0,0
U001,020085692,MetroTech Solutions,2019-06-06,2019.0,190841832.0,2020-05-12,20190510,20190305,20190904.0,CAD,RV,1.0,3204.12,2019-04-04,Net 7,190841832.0,1
U007,020013241,ProTech Partners,2019-03-23,2019.0,190671867.0,2019-01-21,20200107,20190213,20200304.0,USD,RV,1.0,2724.94,2019-06-02,45 Prox,190671867.0,1
U005,020093836,Acme Industries,NaN,2020.0,193873468.0,2019-11-13,20190911,20191026,20190929.0,CAD,RV,1.0,3460.77,2019-06-21,Fixed,193873468.0,1
U013,020070344,Optimum Tech Partners,2019-02-21,2020.0,198498929.0,2019-07-11,20200121,20191031,20190601.0,USD,RV,1.0,3909.98,2020-04-26,Prescription,198498929.0,1
U007,020041009,Enterprise Innovations,2019-02-26,2020.0,192108476.0,2019-11-15,20200508,20190613,20190227.0,USD,RV,1.0,575365.24,2019-03-02,Lump Sum,192108476.0,1
U002,020090622,Optimum Tech Partners,2020-03-02,2020.0,194439609.0,2019-04-01,20200322,20190723,20200308.0,USD,RV,1.0,810515.68,2019-05-24,1/10 Prox,194439609.0,0
CA02,020049004,Fortune Solutions,NaN,2020.0,199903480.0,2020-01-14,20200319,20200419,20191212.0,USD,RV,1.0,807031.67,2019-06-29,90 Prox,199903480.0,0
U013,020084336,Apex Enterprises,2019-11-20,2019.0,191391359.0,2020-03-12,20190305,20191206,20190311.0,USD,RV,1.0,3221.81,2019-02-23,Subscription,191391359.0,0
U007,020062263,Global Nexus,2019-09-30,2020.0,196439562.0,2019-03-28,20190530,20191004,20190312.0,CAD,RV,1.0,6416.21,2020-04-30,N60,196439562.0,1
U005,020012824,Cortex Innovations,2020-03-02,2020.0,191863308.0,2020-05-02,20190213,20200305,20190617.0,USD,RV,1.0,311841.95,2019-08-08,In Advance,191863308.0,0
U007,020063363,Apex Enterprises,NaN,2020.0,193418928.0,2019-11-13,20200203,20200320,20200127.0,USD,RV,1.0,75131.21,2019-06-24,1/30 EOM,193418928.0,0
U007,020039969,BlueWave Enterprises,2019-09-19,2019.0,196012145.0,2019-12-14,20190707,20200220,20200224.0,USD,RV,1.0,73207.53,2019-10-12,N90,196012145.0,0
U002,020032196,Elite Systems Group,2019-12-29,2020.0,191823874.0,2019-06-07,20190808,20200208,20200327.0,CAD,RV,1.0,5034.39,2019-07-07,"2/20, Net 60",191823874.0,1
U002,020031339,Quantum Dynamics,2019-03-05,2020.0,191264318.0,2019-03-23,20190529,20191208,20200212.0,USD,RV,1.0,531491.92,2019-11-10,1/15 EOM,191264318.0,0
