key_0,business_code,cust_number,name_customer,Predicted_payment_date,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,delay_bucket
26207,U007,20025260,Cortex Innovations,2019-11-18,2019.0,198587941.0,2020-03-02,2020-01-10,2019-07-03,2019-09-27,CAD,RV,1.0,7599.93,2019-12-08,45 EOM,198587941.0,0,52,45 to 60 days of delay
26211,U001,20046468,Prime Innovations,2019-10-14,2019.0,190363497.0,2020-02-28,2019-02-02,2020-03-30,2020-05-13,CAD,RV,1.0,66588.87,2020-05-14,1/90 Prox,190363497.0,1,-212,no delay
26215,U013,20071536,Ultimate Solutions,2019-08-24,2020.0,190964344.0,2020-05-04,2019-07-24,2019-11-16,2019-08-30,USD,RV,1.0,10182.35,2019-05-15,Due Dates,190964344.0,0,-6,no delay
26219,CA02,20031733,Global Ventures,2019-11-23,2020.0,194536372.0,2019-07-06,2020-01-05,2020-03-08,2020-03-22,USD,RV,1.0,11280.02,2019-03-14,60 Prox,194536372.0,1,-120,no delay
26223,U007,20009094,Quantum Enterprises,2019-08-04,2019.0,199781603.0,2019-01-20,2019-08-11,2019-02-16,2020-03-12,CAD,RV,1.0,8383.27,2019-04-17,Net 15,199781603.0,0,-221,no delay
26227,U005,20073900,Prime Logistics,2019-05-16,2020.0,193261143.0,2019-02-15,2019-01-15,2019-06-12,2019-04-16,USD,RV,1.0,29768.41,2020-03-28,In Advance,193261143.0,1,30,30 to 45 days of delay
26231,U005,20085510,Pioneer Industries,2019-11-22,2019.0,193850982.0,2020-01-22,2019-08-17,2019-02-15,2019-11-22,CAD,RV,1.0,31783.35,2019-02-06,Out-of-Pocket,193850982.0,0,0,0 to 15 days of delay
26235,CA02,20026989,NextGen Solutions,2019-10-04,2020.0,199507200.0,2019-02-17,2020-03-14,2019-03-05,2019-09-23,USD,RV,1.0,154777.13,2019-01-11,Out-of-Pocket,199507200.0,0,11,0 to 15 days of delay
26239,U013,20044826,Synergy Innovations,2018-12-01,2019.0,198271107.0,2019-02-02,2020-04-20,2019-06-15,2019-01-27,USD,RV,1.0,157504.96,2019-10-07,CIA,198271107.0,0,-57,no delay
26243,CA02,20086941,Fortune Solutions,2019-01-11,2019.0,198541195.0,2019-01-25,2019-06-14,2019-08-07,2019-02-23,CAD,RV,1.0,864467.33,2019-01-11,1/30 EOM,198541195.0,1,-43,no delay
26247,U007,20028987,Stellar Supplies LLC,2020-03-24,2020.0,191962565.0,2019-03-17,2019-09-12,2020-05-01,2019-12-13,USD,RV,1.0,21190.38,2019-02-12,1/15 EOM,191962565.0,1,102,more than 100 days of delay
26251,U013,20032405,Ascend Industries,2019-11-23,2020.0,193160795.0,2019-09-21,2019-01-29,2019-09-05,2019-10-13,USD,RV,1.0,664632.46,2019-07-20,30 EOM,193160795.0,0,41,30 to 45 days of delay
26255,CA02,20014715,Global Ventures,2019-10-02,2019.0,190560368.0,2019-04-06,2019-11-09,2019-04-23,2019-12-02,CAD,RV,1.0,96062.54,2020-05-17,1/60 EOM,190560368.0,1,-61,no delay
26259,U013,20030818,Infinity Holdings,2019-09-04,2019.0,196613399.0,2020-01-10,2019-04-14,2019-12-16,2020-04-17,CAD,RV,1.0,912598.23,2020-01-28,In Advance,196613399.0,0,-226,no delay
26263,U002,20075418,MetroTech Solutions,2019-11-01,2019.0,192977220.0,2019-12-18,2019-04-12,2019-12-01,2019-09-14,CAD,RV,1.0,31386.12,2020-02-18,PIB,192977220.0,1,48,45 to 60 days of delay
26267,CA02,20077560,Vertex Solutions Inc.,2019-05-10,2019.0,195307328.0,2020-03-07,2020-01-10,2019-02-25,2019-04-14,CAD,RV,1.0,9785.57,2019-05-01,"2/20, Net 60",195307328.0,1,26,15 to 30 days of delay
26271,U013,20015523,Enterprise Innovations,2019-11-18,2020.0,191022721.0,2020-03-02,2019-08-27,2020-04-19,2020-04-11,CAD,RV,1.0,777790.85,2019-05-26,Deductible,191022721.0,1,-145,no delay
26275,U013,20021672,Advantage Solutions,2019-05-20,2020.0,197785103.0,2019-01-23,2019-09-06,2020-05-17,2019-07-28,CAD,RV,1.0,285301.27,2019-11-01,Graduated,197785103.0,0,-69,no delay
26279,U005,20038757,Stellar Supplies LLC,2019-08-31,2019.0,192317329.0,2020-04-30,2019-01-26,2019-03-11,2019-05-30,CAD,RV,1.0,510647.64,2019-09-30,PIB,192317329.0,1,93,60 to 100 days of delay
26283,U001,20030213,Advanced Enterprises,2019-11-03,2019.0,192310285.0,2019-11-28,2020-04-02,2020-03-10,2019-03-21,USD,RV,1.0,61846.66,2019-07-26,60 EOM,192310285.0,0,227,more than 100 days of delay
26287,U013,20010747,Fortune Solutions,2019-01-19,2019.0,196849963.0,2019-08-28,2019-02-22,2019-06-07,2019-01-15,CAD,RV,1.0,804782.88,2019-01-13,CIA,196849963.0,0,4,0 to 15 days of delay
26291,U001,20022716,Zenith Industries,2019-09-09,2020.0,196562019.0,2019-08-22,2019-05-18,2019-05-21,2019-07-30,CAD,RV,1.0,5635.83,2019-12-19,"2/15, Net 45",196562019.0,1,41,30 to 45 days of delay
26295,U013,20015630,Advanced Enterprises,2019-08-15,2020.0,196348165.0,2020-01-10,2019-08-15,2019-09-23,2020-04-05,CAD,RV,1.0,80551.54,2019-05-29,Cash,196348165.0,0,-234,no delay
26299,U007,20070268,Global Nexus,2018-11-27,2019.0,191100560.0,2020-03-25,2019-11-16,2019-04-08,2020-01-10,CAD,RV,1.0,759681.46,2020-02-04,Out-of-Pocket,191100560.0,1,-409,no delay
26303,U001,20034958,Synergy Corporations,2019-09-02,2020.0,190493626.0,2019-10-16,2019-02-08,2019-04-21,2019-07-11,USD,RV,1.0,2009.18,2019-02-25,Escrow,190493626.0,1,53,45 to 60 days of delay
26307,U002,20011133,MetroTech Solutions,2019-11-25,2019.0,199028403.0,2019-02-16,2020-02-08,2020-02-11,2020-04-10,USD,RV,1.0,6767.82,2020-05-10,Royalty,199028403.0,0,-137,no delay
26311,U013,20078700,Prime Innovations,2019-12-01,2020.0,199068079.0,2019-06-02,2020-02-09,2019-01-13,2019-07-22,CAD,RV,1.0,3982.45,2019-05-15,Graduated,199068079.0,1,132,more than 100 days of delay
26315,U001,20085058,Infinity Holdings,2019-10-13,2020.0,199015242.0,2019-04-04,2019-08-01,2020-05-05,2020-03-01,USD,RV,1.0,566755.97,2019-05-28,Yearly,199015242.0,0,-140,no delay
26319,U005,20016144,Skyline Innovations,2019-12-29,2019.0,196750163.0,2019-07-15,2019-02-03,2020-04-13,2019-10-11,USD,RV,1.0,371168.94,2019-07-03,Escrow,196750163.0,0,79,60 to 100 days of delay
26323,CA02,20067376,Optimum Tech Partners,2019-10-19,2020.0,190783392.0,2019-08-22,2019-02-22,2019-12-24,2019-07-18,CAD,RV,1.0,6153.72,2019-08-29,Pro-Rata,190783392.0,1,93,60 to 100 days of delay
26327,U001,20028871,Skyline Innovations,2019-09-21,2020.0,191110192.0,2019-05-29,2019-08-12,2020-01-01,2020-02-26,CAD,RV,1.0,98339.48,2019-11-21,Net 7,191110192.0,0,-158,no delay
26331,U013,20093052,Synergy Innovations,2019-09-04,2019.0,199468220.0,2019-07-15,2019-07-07,2019-05-30,2019-06-26,CAD,RV,1.0,5966.71,2019-11-20,60 EOM,199468220.0,0,70,60 to 100 days of delay
26335,U001,20036283,Quantum Enterprises,2020-04-21,2020.0,199631531.0,2019-04-27,2019-10-03,2020-01-24,2019-09-29,CAD,RV,1.0,60565.64,2019-10-07,Licencing,199631531.0,1,205,more than 100 days of delay
26339,U001,20093446,Infinity Holdings,2019-07-29,2019.0,194038228.0,2019-02-14,2019-01-16,2019-05-12,2020-04-03,CAD,RV,1.0,4331.11,2019-08-09,60 Prox,194038228.0,1,-249,no delay
26343,U013,20097251,OmniTech Solutions,2019-08-17,2019.0,198299761.0,2020-04-29,2020-05-13,2019-03-06,2019-07-12,USD,RV,1.0,70277.53,2019-12-05,45 EOM,198299761.0,1,36,30 to 45 days of delay
26347,U013,20081622,Fortune Solutions,2020-02-16,2020.0,194009808.0,2019-04-02,2019-10-20,2019-11-14,2019-09-22,USD,RV,1.0,63996.57,2019-03-13,Hybrid,194009808.0,1,147,more than 100 days of delay
26351,U001,20058911,MetroTech Solutions,2019-10-10,2019.0,193379579.0,2019-09-19,2020-02-19,2019-07-02,2019-06-11,USD,RV,1.0,5502.69,2020-02-01,In Advance,193379579.0,1,121,more than 100 days of delay
26355,U007,20047590,OmniTech Solutions,2019-10-21,2020.0,194245047.0,2019-04-21,2020-05-04,2019-09-05,2019-08-14,USD,RV,1.0,49031.48,2019-09-10,Fixed,194245047.0,1,68,60 to 100 days of delay
26359,U005,20009117,Prime Logistics,2020-01-31,2019.0,194204257.0,2019-03-10,2019-05-05,2020-02-04,2019-11-23,CAD,RV,1.0,79379.63,2019-07-07,Licencing,194204257.0,0,69,60 to 100 days of delay
26363,U007,20004126,Peak Technologies,2019-07-18,2019.0,197860307.0,2019-05-15,2019-06-08,2019-02-26,2019-06-11,USD,RV,1.0,65520.27,2019-12-28,Licencing,197860307.0,1,37,30 to 45 days of delay
26367,U001,20099322,Global Nexus,2020-01-20,2019.0,193336980.0,2019-11-16,2020-02-12,2020-05-08,2019-11-24,USD,RV,1.0,449143.76,2019-10-29,Disposable,193336980.0,1,57,45 to 60 days of delay
26371,U013,20076660,Nexus Networks,2019-01-05,2020.0,194926427.0,2019-10-28,2019-02-15,2020-04-14,2019-02-03,CAD,RV,1.0,84133.98,2019-06-11,Net 15,194926427.0,1,-29,no delay
26375,U005,20016988,Quantum Dynamics,2019-12-23,2019.0,199419231.0,2019-11-02,2019-07-17,2019-06-29,2020-04-28,CAD,RV,1.0,39798.53,2020-05-06,Semi-Annually,199419231.0,1,-127,no delay
26379,U002,20048816,BlueWave Enterprises,2019-04-19,2020.0,198776646.0,2019-09-29,2020-03-11,2019-01-22,2019-02-23,CAD,RV,1.0,790122.84,2019-02-25,Due Dates,198776646.0,0,55,45 to 60 days of delay
26383,U001,20003013,Global Ventures,2020-01-05,2020.0,197534398.0,2019-07-15,2019-04-22,2020-01-22,2020-05-11,USD,RV,1.0,5540.42,2019-07-26,Pro-Rata,197534398.0,1,-127,no delay
26387,U013,20098516,Prime Logistics,2019-09-14,2020.0,190604605.0,2019-09-01,2019-07-11,2020-05-16,2019-07-14,USD,RV,1.0,576380.6,2019-09-06,Licencing,190604605.0,1,62,60 to 100 days of delay
26391,U001,20026519,Advantage Solutions,2019-12-16,2019.0,197597013.0,2019-03-28,2019-07-25,2019-10-12,2020-04-22,CAD,RV,1.0,7727.07,2019-07-14,Due Upon Receipt,197597013.0,0,-128,no delay
26395,U005,20049641,NextGen Solutions,2019-05-04,2019.0,198270383.0,2019-03-25,2019-11-24,2019-04-06,2020-02-01,USD,RV,1.0,55372.16,2019-01-29,45 EOM,198270383.0,0,-273,no delay
26399,U013,20080990,Advanced Enterprises,2019-08-15,2020.0,195860920.0,2020-04-04,2019-04-08,2019-12-22,2019-10-30,CAD,RV,1.0,30887.6,2020-04-23,45 EOM,195860920.0,0,-76,no delay
26403,U013,20004881,Optimum Tech Partners,2019-11-14,2020.0,191788159.0,2019-06-01,2020-03-06,2019-08-06,2020-01-14,USD,RV,1.0,24090.11,2019-02-09,Tiered,191788159.0,1,-61,no delay
26407,U005,20042581,Quantum Enterprises,2020-02-04,2019.0,196133067.0,2019-02-18,2019-09-13,2019-06-07,2020-05-11,USD,RV,1.0,67467.47,2020-03-11,"2/20, Net 60",196133067.0,1,-97,no delay
26411,U002,20058961,Cortex Innovations,2019-10-16,2020.0,194100441.0,2020-03-28,2019-05-01,2019-04-29,2019-08-28,USD,RV,1.0,460500.95,2020-03-31,Hybrid,194100441.0,1,49,45 to 60 days of delay
26415,U005,20060630,Horizon Holdings,2019-06-17,2019.0,192716852.0,2019-04-09,2019-05-09,2019-01-21,2019-04-05,CAD,RV,1.0,68171.0,2019-03-29,1/60 EOM,192716852.0,0,73,60 to 100 days of delay
26419,U007,20022354,Prime Logistics,2019-09-23,2019.0,190489489.0,2020-04-11,2019-10-22,2019-07-15,2019-05-17,USD,RV,1.0,37007.53,2019-02-01,1/60 Prox,190489489.0,0,129,more than 100 days of delay
26423,U001,20089415,Alliance Enterprises,2019-06-27,2020.0,194610104.0,2019-06-03,2019-08-06,2020-02-05,2020-03-07,USD,RV,1.0,939734.18,2020-04-28,Subscription,194610104.0,1,-254,no delay
26427,U002,20051027,Skyline Innovations,2019-05-14,2019.0,197350729.0,2019-05-10,2019-10-09,2020-03-01,2019-04-27,USD,RV,1.0,707703.96,2019-03-18,In Advance,197350729.0,1,17,15 to 30 days of delay
26431,U005,20093579,Ascend Industries,2019-10-30,2019.0,195149271.0,2019-10-03,2019-01-25,2020-02-11,2019-07-03,USD,RV,1.0,735948.16,2019-05-09,Escrow,195149271.0,0,119,more than 100 days of delay
26435,CA02,20065444,OmniTech Solutions,2019-12-05,2019.0,194320269.0,2019-12-11,2019-09-01,2019-02-15,2019-10-19,USD,RV,1.0,7548.45,2019-05-25,60 EOM,194320269.0,0,47,45 to 60 days of delay
26439,CA02,20011022,Skyline Innovations,2019-12-03,2020.0,197385407.0,2020-03-16,2019-09-14,2020-02-07,2020-04-23,CAD,RV,1.0,43155.13,2019-12-06,Maintenance,197385407.0,1,-142,no delay
26443,U007,20075497,Global Ventures,2019-10-15,2019.0,192785535.0,2020-04-13,2019-12-17,2019-01-23,2019-12-31,CAD,RV,1.0,205914.19,2019-01-23,Yearly,192785535.0,1,-77,no delay
26447,U005,20091978,Innovatech Solutions,2019-03-29,2020.0,199361473.0,2019-02-15,2019-08-28,2019-09-26,2019-02-27,USD,RV,1.0,68991.36,2019-06-12,Fixed,199361473.0,0,30,30 to 45 days of delay
26451,U002,20055385,Advantage Solutions,2019-07-08,2020.0,190802375.0,2020-03-26,2019-02-01,2019-05-26,2020-01-14,USD,RV,1.0,175445.7,2019-01-31,1/90 EOM,190802375.0,1,-190,no delay
26455,U007,20056872,ProTech Partners,2020-02-10,2019.0,192082964.0,2019-01-26,2019-07-16,2019-06-01,2019-11-26,USD,RV,1.0,69624.33,2019-05-29,Maintenance,192082964.0,0,76,60 to 100 days of delay
26459,U013,20050264,Global Nexus,2019-05-25,2020.0,199615683.0,2019-10-17,2019-10-04,2019-08-31,2020-01-25,CAD,RV,1.0,954571.23,2019-03-13,Monthly,199615683.0,0,-245,no delay
26463,U002,20054210,MetroTech Solutions,2019-11-05,2020.0,199639327.0,2019-12-27,2019-10-16,2019-11-28,2020-05-08,USD,RV,1.0,8888.19,2019-11-23,Escrow,199639327.0,0,-185,no delay
26467,U002,20087791,Apex Enterprises,2019-07-15,2019.0,192526046.0,2019-03-31,2019-10-26,2019-11-09,2019-07-11,USD,RV,1.0,6694.51,2019-09-17,Rental,192526046.0,1,4,0 to 15 days of delay
26471,U002,20020303,Vertex Solutions Inc.,2019-12-21,2020.0,192294101.0,2019-09-01,2019-04-05,2020-01-01,2020-01-08,USD,RV,1.0,2495.23,2019-12-21,1/30 EOM,192294101.0,1,-18,no delay
26475,CA02,20025397,Infinity Holdings,2019-05-17,2019.0,199500650.0,2020-03-15,2020-03-19,2019-01-31,2019-04-14,USD,RV,1.0,555552.05,2020-02-19,PIA,199500650.0,1,33,30 to 45 days of delay
26479,U013,20024405,Cortex Innovations,2019-07-27,2020.0,195544915.0,2019-07-24,2020-04-02,2019-12-30,2019-06-29,CAD,RV,1.0,179363.13,2019-10-28,N90,195544915.0,1,28,15 to 30 days of delay
26483,U005,20048376,Future Commerce Ltd.,2019-04-01,2020.0,190479017.0,2019-05-12,2020-04-23,2020-02-26,2020-01-01,CAD,RV,1.0,813070.44,2019-08-16,Co-Pay,190479017.0,1,-275,no delay
26487,U007,20021302,Global Ventures,2020-01-04,2019.0,190886560.0,2019-02-04,2019-08-06,2019-08-24,2019-11-02,CAD,RV,1.0,44236.4,2019-05-22,1/15 EOM,190886560.0,1,63,60 to 100 days of delay
26491,CA02,20069017,Titanium Technologies,2019-05-06,2019.0,195869695.0,2019-03-13,2019-09-15,2019-11-22,2019-06-04,CAD,RV,1.0,56021.94,2019-09-02,Cash,195869695.0,1,-29,no delay
26495,U001,20053032,Vertex Solutions Inc.,2019-07-27,2020.0,195558140.0,2019-09-28,2019-09-22,2019-02-17,2020-01-27,CAD,RV,1.0,1418.47,2019-12-18,30 EOM,195558140.0,0,-184,no delay
26499,CA02,20003675,Ascend Industries,2019-03-14,2020.0,198965764.0,2020-05-18,2019-05-22,2020-01-23,2019-03-19,USD,RV,1.0,13768.02,2019-12-24,1/15 EOM,198965764.0,0,-5,no delay
26503,U002,20047314,Peak Technologies,2019-08-21,2020.0,199771030.0,2020-04-02,2019-04-06,2019-03-19,2019-04-07,CAD,RV,1.0,1583.81,2019-03-17,Net 15,199771030.0,1,136,more than 100 days of delay
26507,CA02,20077038,Enterprise Innovations,2019-06-23,2019.0,190844474.0,2019-08-02,2019-12-07,2019-05-22,2020-02-04,USD,RV,1.0,404947.47,2019-06-14,Monthly,190844474.0,1,-226,no delay
26511,U013,20035057,MetroTech Solutions,2019-05-18,2019.0,191049395.0,2019-08-08,2019-03-12,2019-05-06,2019-06-03,CAD,RV,1.0,9819.78,2019-06-03,Weekly,191049395.0,1,-16,no delay
26515,U013,20024321,Global Tech Solutions,2020-01-30,2019.0,196036371.0,2020-02-28,2019-02-08,2019-06-17,2019-09-13,CAD,RV,1.0,9795.0,2020-02-25,Consumables,196036371.0,1,139,more than 100 days of delay
26519,U002,20079822,Stellar Supplies LLC,2019-06-08,2020.0,197557030.0,2019-07-23,2019-04-28,2019-07-04,2019-06-09,CAD,RV,1.0,71253.82,2020-03-09,Net 15,197557030.0,1,-1,no delay
26523,U002,20063594,Innovatech Solutions,2019-07-30,2019.0,199792793.0,2020-03-09,2020-03-31,2019-09-23,2019-03-01,CAD,RV,1.0,97365.82,2019-08-22,Due Upon Receipt,199792793.0,1,151,more than 100 days of delay
26527,U001,20049505,Optimum Tech Partners,2019-09-16,2020.0,198211162.0,2019-05-13,2019-06-17,2019-08-12,2019-08-02,USD,RV,1.0,23029.23,2019-02-18,"2/10, Net 30",198211162.0,1,45,45 to 60 days of delay
26531,CA02,20065799,ProTech Partners,2019-12-11,2020.0,190257574.0,2019-08-29,2019-06-24,2019-03-27,2019-11-09,CAD,RV,1.0,50634.2,2020-05-11,Escrow,190257574.0,0,32,30 to 45 days of delay
26535,CA02,20081336,Vertex Solutions Inc.,2019-07-09,2019.0,198870717.0,2020-02-07,2020-01-11,2019-10-15,2019-08-12,CAD,RV,1.0,377071.24,2020-03-25,Annually,198870717.0,1,-34,no delay
26539,U001,20064267,Cortex Innovations,2020-01-10,2020.0,193264825.0,2019-05-15,2019-04-07,2020-02-23,2019-10-16,CAD,RV,1.0,4364.09,2019-11-14,Lease-to-Own,193264825.0,1,86,60 to 100 days of delay
26543,U001,20009153,Enterprise Innovations,2020-01-11,2020.0,192118085.0,2019-05-22,2020-01-26,2019-03-24,2019-05-13,USD,RV,1.0,839613.01,2019-09-01,End of Month,192118085.0,1,243,more than 100 days of delay
26547,CA02,20084298,Synergy Corporations,2019-09-21,2020.0,196271905.0,2019-01-20,2020-02-10,2019-07-18,2020-02-21,USD,RV,1.0,412207.93,2019-09-20,Pro-Rata,196271905.0,0,-153,no delay
26551,CA02,20070651,Fusion Enterprises,2019-09-30,2020.0,192972654.0,2019-03-06,2019-10-26,2019-03-18,2019-08-31,CAD,RV,1.0,3065.03,2020-05-11,Due Dates,192972654.0,0,30,30 to 45 days of delay
26555,U001,20087102,Quantum Dynamics,2019-04-22,2020.0,198408439.0,2019-09-27,2020-03-22,2019-07-23,2019-03-03,CAD,RV,1.0,538259.88,2020-04-15,Disposable,198408439.0,0,50,45 to 60 days of delay
26559,U002,20071496,Innovatech Solutions,2019-09-12,2020.0,199857380.0,2019-04-27,2019-11-01,2019-03-01,2020-01-02,CAD,RV,1.0,86383.48,2019-12-03,Due Dates,199857380.0,1,-112,no delay
26563,U013,20062958,Prime Innovations,2019-06-06,2020.0,194584950.0,2019-04-24,2020-03-29,2019-05-23,2020-03-05,USD,RV,1.0,177101.73,2019-04-15,N30,194584950.0,0,-273,no delay
26567,U013,20019672,Cortex Innovations,2019-10-18,2019.0,191074213.0,2019-03-23,2019-06-05,2019-05-29,2019-09-09,CAD,RV,1.0,7904.74,2019-11-13,Out-of-Pocket,191074213.0,0,39,30 to 45 days of delay
26571,U001,20093558,Dynamic Industries,2020-04-23,2019.0,197369951.0,2019-05-27,2019-02-02,2019-06-08,2019-12-13,USD,RV,1.0,24961.98,2019-12-25,PID,197369951.0,1,132,more than 100 days of delay
26575,U007,20040604,Elite Systems Group,2019-12-22,2020.0,199261933.0,2020-01-20,2019-12-11,2019-07-04,2020-04-29,CAD,RV,1.0,181986.0,2019-11-08,"2/10, Net 30",199261933.0,0,-129,no delay
26579,CA02,20033406,Stellar Supplies LLC,2019-08-22,2019.0,198702496.0,2020-01-11,2019-06-07,2020-01-28,2019-07-19,USD,RV,1.0,6326.54,2019-02-01,Rental,198702496.0,1,34,30 to 45 days of delay
26583,U005,20055801,Skyline Innovations,2019-10-03,2019.0,192344567.0,2020-04-02,2019-07-05,2019-12-16,2019-01-11,USD,RV,1.0,4009.63,2019-04-15,90 Prox,192344567.0,1,265,more than 100 days of delay
26587,U013,20056912,Pinnacle Manufacturing,2019-04-06,2019.0,193584924.0,2019-11-18,2019-09-29,2020-03-20,2019-03-16,USD,RV,1.0,3704.13,2019-03-06,60 Prox,193584924.0,0,21,15 to 30 days of delay
26591,U002,20009485,Pinnacle Manufacturing,2020-01-30,2019.0,193852306.0,2019-05-01,2019-11-14,2019-07-29,2019-12-24,CAD,RV,1.0,7589.49,2019-11-03,Due Dates,193852306.0,1,37,30 to 45 days of delay
26595,U007,20085776,Quantum Enterprises,2020-01-01,2020.0,191047260.0,2019-09-30,2019-04-02,2019-11-22,2019-08-27,USD,RV,1.0,40677.69,2019-10-02,45 Prox,191047260.0,1,127,more than 100 days of delay
26599,U001,20017032,Optimum Tech Partners,2019-07-05,2020.0,190943944.0,2020-04-27,2020-01-26,2019-02-27,2019-04-16,USD,RV,1.0,9451.06,2020-01-07,1/30 EOM,190943944.0,0,80,60 to 100 days of delay
26603,U005,20034469,Innovatech Solutions,2019-05-04,2019.0,198381025.0,2019-11-22,2019-10-06,2019-05-27,2019-02-13,USD,RV,1.0,501851.17,2019-08-07,Yearly,198381025.0,0,80,60 to 100 days of delay
26607,U001,20063174,NextGen Solutions,2019-07-20,2020.0,191087517.0,2019-12-14,2019-08-13,2019-06-07,2020-01-17,USD,RV,1.0,4080.86,2019-04-04,Rental,191087517.0,1,-181,no delay
26611,U007,20089436,Pinnacle Manufacturing,2019-09-11,2020.0,198465733.0,2019-10-06,2019-08-23,2020-04-23,2019-09-06,USD,RV,1.0,8617.33,2019-03-28,Monthly,198465733.0,1,5,0 to 15 days of delay
26615,U013,20036426,Vanguard Ventures,2019-08-03,2019.0,194292525.0,2020-01-29,2019-02-06,2019-07-09,2020-04-28,CAD,RV,1.0,92873.45,2020-03-20,CIA,194292525.0,0,-269,no delay
26619,U001,20077369,Future Commerce Ltd.,2020-01-24,2019.0,192714272.0,2020-03-02,2019-07-11,2019-01-24,2020-05-04,CAD,RV,1.0,84697.66,2019-09-23,Out-of-Pocket,192714272.0,1,-101,no delay
26623,U005,20089892,Crest Business Services,2019-06-16,2020.0,191562436.0,2019-04-23,2020-02-17,2020-02-15,2020-02-15,USD,RV,1.0,473136.61,2019-12-21,1/60 EOM,191562436.0,0,-244,no delay
26627,U005,20060652,Nexus Networks,2019-08-28,2019.0,198682700.0,2020-03-29,2020-04-07,2019-07-07,2020-04-19,USD,RV,1.0,38707.87,2019-03-09,Annually,198682700.0,1,-235,no delay
26631,U002,20044499,Zenith Industries,2019-11-15,2020.0,193280431.0,2019-02-27,2020-05-15,2020-05-13,2020-04-25,USD,RV,1.0,309834.06,2020-05-09,Cash,193280431.0,0,-162,no delay
26635,CA02,20062296,Horizon Holdings,2019-09-14,2019.0,199692247.0,2019-07-13,2019-09-21,2020-05-18,2020-02-14,CAD,RV,1.0,6538.99,2019-03-11,Prescription,199692247.0,1,-153,no delay
26639,CA02,20022094,Advantage Solutions,2019-08-19,2020.0,193822074.0,2020-02-18,2019-04-21,2020-01-08,2020-02-21,CAD,RV,1.0,6910.16,2020-04-01,30 EOM,193822074.0,0,-186,no delay
26643,U002,20095263,OmniTech Solutions,2020-03-22,2019.0,193020425.0,2019-05-20,2019-12-05,2020-04-05,2019-12-08,USD,RV,1.0,35681.78,2020-05-13,Fixed,193020425.0,1,105,more than 100 days of delay
26647,U005,20099341,Zenith Industries,2018-12-20,2020.0,195587102.0,2019-09-08,2019-02-14,2020-05-06,2019-01-30,USD,RV,1.0,5291.81,2019-07-21,Rental,195587102.0,1,-41,no delay
26651,U013,20070179,Global Nexus,2019-10-26,2020.0,198404785.0,2019-03-18,2019-05-11,2019-07-25,2020-02-18,USD,RV,1.0,4156.53,2019-08-17,Subscription,198404785.0,1,-115,no delay
26655,U001,20076123,Enterprise Innovations,2019-11-14,2019.0,194784141.0,2020-01-26,2019-06-25,2020-01-09,2019-08-13,CAD,RV,1.0,7997.96,2019-04-18,45 EOM,194784141.0,1,93,60 to 100 days of delay
26659,U005,20086418,Stellar Supplies LLC,2019-09-19,2020.0,192505091.0,2019-04-13,2019-01-25,2020-02-25,2020-05-11,USD,RV,1.0,4971.35,2019-02-14,Maintenance,192505091.0,0,-235,no delay
26663,U005,20060901,Global Tech Solutions,2019-11-20,2020.0,191828025.0,2019-12-25,2019-09-25,2019-04-29,2019-11-28,CAD,RV,1.0,4785.16,2020-01-03,Royalty,191828025.0,0,-8,no delay
26667,U002,20039320,NextGen Solutions,2020-03-10,2019.0,193060901.0,2019-02-06,2020-04-14,2019-07-06,2019-12-11,CAD,RV,1.0,8736.73,2019-04-04,EOM,193060901.0,0,90,60 to 100 days of delay
26671,U001,20004308,InnovaTech Group,2019-07-16,2019.0,199471722.0,2019-06-13,2019-01-20,2019-11-10,2020-04-02,CAD,RV,1.0,459489.88,2019-09-15,Lease-to-Own,199471722.0,1,-261,no delay
26675,U002,20066532,InnovaTech Group,2019-09-01,2020.0,196509808.0,2019-03-28,2020-03-21,2019-03-23,2019-10-06,CAD,RV,1.0,81255.92,2019-06-14,PPD,196509808.0,0,-35,no delay
26679,U013,20027483,Advantage Solutions,2019-09-28,2020.0,199984515.0,2019-12-13,2019-09-20,2020-05-01,2020-02-03,USD,RV,1.0,5309.37,2020-01-29,"2/10, Net 30",199984515.0,0,-128,no delay
26683,U013,20060360,Alliance Enterprises,2019-04-02,2020.0,194791904.0,2020-01-11,2019-01-23,2019-09-20,2019-03-02,USD,RV,1.0,6815.92,2019-12-18,Licencing,194791904.0,0,31,30 to 45 days of delay
26687,U002,20034861,Vertex Solutions Inc.,2020-04-05,2019.0,199705563.0,2019-07-04,2019-12-10,2019-07-26,2019-12-12,CAD,RV,1.0,952424.99,2020-01-08,Monthly,199705563.0,0,115,more than 100 days of delay
26691,U013,20053059,Prime Logistics,2020-02-03,2020.0,192083913.0,2019-11-20,2019-08-29,2019-08-31,2019-11-14,CAD,RV,1.0,2968.27,2020-04-06,Consumables,192083913.0,0,81,60 to 100 days of delay
26695,CA02,20089743,Echelon Industries,2020-01-09,2019.0,190196889.0,2019-10-07,2020-05-01,2019-07-23,2019-11-11,CAD,RV,1.0,19497.82,2019-12-02,Tiered,190196889.0,0,59,45 to 60 days of delay
